id,odasalon,brut,net,kati,yasi,isinma,esyali,kredi,tapu,banyo,fiyat,ilce
195,2 + 1,95.0,73 ,9. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,257.500 TL,Arnavutköy
196,1 + 1,75.0,65 ,1. Kat,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,148.000 TL,Arnavutköy
197,2 + 1,100.0,95 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,267.000 TL,Arnavutköy
198,2 + 1,90.0,85 ,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,180.000 TL,Arnavutköy
199,2 + 1,90.0,85 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,165.000 TL,Arnavutköy
200,3 + 1,135.0,Belirtilmemiş,1. Kat,21 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,315.000 TL,Arnavutköy
201,4 + 2,220.0,205 ,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,500.000 TL,Arnavutköy
202,3 + 1,130.0,120 ,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,299.000 TL,Arnavutköy
203,2 + 1,95.0,90 ,1. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,260.000 TL,Arnavutköy
204,2 + 1,90.0,85 ,Yüksek Giriş,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,192.500 TL,Arnavutköy
205,2 + 1,90.0,85 ,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,215.000 TL,Arnavutköy
206,4 + 2,200.0,190 ,3. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,365.000 TL,Arnavutköy
207,3 + 1,120.0,100 ,2. Kat,12 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,322.500 TL,Arnavutköy
208,4 + 2,180.0,180 ,Çatı Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,390.000 TL,Arnavutköy
209,2 + 1,100.0,90 ,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,280.000 TL,Arnavutköy
210,1 + 1,60.0,52 ,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,385.000 TL,Arnavutköy
211,2 + 1,130.0,120 ,Giriş Katı,8 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.065.000 TL,Arnavutköy
212,3 + 1,150.0,140 ,Giriş Katı,9 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,295.000 TL,Arnavutköy
213,2 + 1,105.0,95 ,Giriş Katı,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,165.000 TL,Arnavutköy
214,3 + 1,140.0,130 ,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,410.000 TL,Arnavutköy
215,2 + 1,95.0,88 ,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,185.000 TL,Arnavutköy
216,2 + 1,90.0,80 ,Giriş Katı,2 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,182.000 TL,Arnavutköy
217,2 + 2,140.0,130 ,Bodrum ve Zemin,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,209.000 TL,Arnavutköy
218,4 + 1,140.0,130 ,Bodrum,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,250.000 TL,Arnavutköy
219,2 + 1,95.0,73 ,9. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,257.500 TL,Arnavutköy
227,4 + 1,220.0,167 ,4. Kat,18 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,3,1.550.000 TL,Ataşehir
228,3 + 1,125.0,95 ,Yüksek Giriş,13 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,475.000 TL,Ataşehir
229,3 + 1,110.0,Belirtilmemiş,2. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,490.000 TL,Ataşehir
230,3 + 1,130.0,105 ,4. Kat,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,360.000 TL,Ataşehir
231,3 + 1,120.0,95 ,8. Kat,31 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,420.000 TL,Ataşehir
232,3 + 1,145.0,140 ,7. Kat,19 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,1,850.000 TL,Ataşehir
233,2 + 1,117.0,95 ,6. Kat,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,790.000 TL,Ataşehir
234,2 + 1,82.0,Belirtilmemiş,1. Kat,25 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,590.000 TL,Ataşehir
235,3 + 1,138.0,120 ,8. Kat,18 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,975.000 TL,Ataşehir
236,3 + 1,140.0,115 ,5. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,510.000 TL,Ataşehir
237,2 + 1,115.0,100 ,21 ve üzeri,20 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,750.000 TL,Ataşehir
238,4 + 1,170.0,149 ,1. Kat,19 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,960.000 TL,Ataşehir
239,2 + 1,90.0,68 ,Yüksek Giriş,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,335.000 TL,Ataşehir
240,3 + 1,155.0,125 ,8. Kat,23 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,870.000 TL,Ataşehir
241,1 + 1,55.0,44 ,21 ve üzeri,6 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,355.000 TL,Ataşehir
242,4 + 1,225.0,180 ,21 ve üzeri,6 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,3,1.445.000 TL,Ataşehir
243,4 + 1,175.0,149 ,2. Kat,19 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,950.000 TL,Ataşehir
244,3 + 1,146.0,103 ,21 ve üzeri,1 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.125.000 TL,Ataşehir
245,3 + 2,145.0,120 ,8. Kat,11 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,650.000 TL,Ataşehir
246,2 + 1,75.0,60 ,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,400.000 TL,Ataşehir
247,1 + 0,47.0,25 ,Ara Kat,2 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,1.250.000 TL,Ataşehir
248,3 + 1,170.0,135 ,6. Kat,19 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.200.000 TL,Ataşehir
249,2 + 1,90.0,75 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,430.000 TL,Ataşehir
250,1 + 1,72.0,56 ,21 ve üzeri,2 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,525.000 TL,Ataşehir
251,3 + 1,150.0,135 ,Giriş Katı,17 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,995.000 TL,Ataşehir
252,3 + 1,148.0,130 ,2. Kat,20 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,850.000 TL,Ataşehir
253,2 + 1,95.0,75 ,Bahçe Katı,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,240.000 TL,Ataşehir
254,3 + 1,145.0,130 ,1. Kat,22 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,760.000 TL,Ataşehir
255,3 + 1,125.0,95 ,4. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,750.000 TL,Ataşehir
256,4 + 1,180.0,180 ,4. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,675.000 TL,Ataşehir
257,1 + 1,55.0,50 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,325.000 TL,Ataşehir
258,2 + 1,85.0,75 ,Bahçe Katı,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,275.000 TL,Ataşehir
259,3 + 1,150.0,140 ,Bahçe Katı,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,325.000 TL,Ataşehir
260,2 + 1,117.0,Belirtilmemiş,18. Kat,3 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun değil,Kat Mülkiyeti,1,625.000 TL,Ataşehir
261,3 + 1,140.0,120 ,3. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,870.000 TL,Ataşehir
262,3 + 1,110.0,100 ,1. Kat,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,430.000 TL,Ataşehir
263,2 + 1,80.0,75 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,365.000 TL,Ataşehir
264,2 + 1,78.0,63 ,14. Kat,6 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,425.000 TL,Ataşehir
265,2 + 1,78.0,63 ,14. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,425.000 TL,Ataşehir
266,1 + 1,55.0,45 ,14. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,365.000 TL,Ataşehir
267,3 + 1,155.0,110 ,7. Kat,22 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,935.000 TL,Ataşehir
268,3 + 1,140.0,120 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,730.000 TL,Ataşehir
269,2 + 1,110.0,90 ,Yüksek Giriş,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,750.000 TL,Ataşehir
270,4 + 1,175.0,149 ,2. Kat,19 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,950.000 TL,Ataşehir
271,4 + 2,200.0,175 ,3. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,725.000 TL,Ataşehir
272,3 + 1,150.0,130 ,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,650.000 TL,Ataşehir
273,2 + 1,98.0,85 ,3. Kat,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,385.000 TL,Ataşehir
274,2 + 2,120.0,95 ,Kot 2,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,360.000 TL,Ataşehir
275,2 + 1,100.0,75 ,1. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,565.000 TL,Ataşehir
276,2 + 1,90.0,70 ,Kot 1,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,360.000 TL,Ataşehir
277,4 + 1,229.0,171 ,21 ve üzeri,8 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,3,2.350.000 TL,Ataşehir
278,3 + 1,125.0,100 ,9. Kat,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,600.000 TL,Ataşehir
279,2 + 1,66.0,Belirtilmemiş,6. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,320.000 TL,Ataşehir
280,2 + 1,90.0,80 ,2. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,415.000 TL,Ataşehir
281,2 + 1,90.0,70 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,340.000 TL,Ataşehir
282,2 + 1,186.0,Belirtilmemiş,Bahçe Katı,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,440.000 TL,Ataşehir
283,2 + 1,75.0,60 ,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,400.000 TL,Ataşehir
284,2 + 1,78.0,63 ,14. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,425.000 TL,Ataşehir
285,1 + 1,55.0,45 ,14. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,365.000 TL,Ataşehir
286,3 + 1,155.0,110 ,7. Kat,22 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,935.000 TL,Ataşehir
287,3 + 1,140.0,120 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,730.000 TL,Ataşehir
288,2 + 1,110.0,90 ,Yüksek Giriş,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,750.000 TL,Ataşehir
289,4 + 1,175.0,149 ,2. Kat,19 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,950.000 TL,Ataşehir
290,4 + 2,200.0,175 ,3. Kat,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,725.000 TL,Ataşehir
291,3 + 1,150.0,130 ,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,650.000 TL,Ataşehir
292,2 + 1,98.0,85 ,3. Kat,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,385.000 TL,Ataşehir
293,2 + 2,120.0,95 ,Kot 2,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,360.000 TL,Ataşehir
294,2 + 1,100.0,75 ,1. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,565.000 TL,Ataşehir
295,2 + 1,90.0,70 ,Kot 1,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,360.000 TL,Ataşehir
296,4 + 1,229.0,171 ,21 ve üzeri,8 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,3,2.350.000 TL,Ataşehir
297,3 + 1,125.0,100 ,9. Kat,28 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,600.000 TL,Ataşehir
298,2 + 1,66.0,Belirtilmemiş,6. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,320.000 TL,Ataşehir
299,2 + 1,90.0,80 ,2. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,415.000 TL,Ataşehir
300,2 + 1,90.0,70 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,340.000 TL,Ataşehir
301,2 + 1,186.0,Belirtilmemiş,Bahçe Katı,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,440.000 TL,Ataşehir
302,2 + 1,75.0,60 ,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,400.000 TL,Ataşehir
303,3 + 1,100.0,80 ,Zemin,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,460.000 TL,Ataşehir
304,2 + 1,85.0,70 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,380.000 TL,Ataşehir
305,3 + 1,105.0,90 ,4. Kat,26 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,360.000 TL,Ataşehir
306,2 + 1,90.0,80 ,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,405.000 TL,Ataşehir
307,3 + 1,134.0,114 ,9. Kat,2 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,950.000 TL,Ataşehir
308,2 + 1,85.0,75 ,2. Kat,21 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,265.000 TL,Ataşehir
309,3 + 1,125.0,118 ,7. Kat,25 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,1,765.000 TL,Ataşehir
310,1 + 1,60.0,45 ,2. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,375.000 TL,Ataşehir
311,4 + 1,150.0,140 ,Çatı Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,815.000 TL,Ataşehir
312,3 + 2,160.0,125 ,4. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,434.000 TL,Ataşehir
313,2 + 1,100.0,75 ,5. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,590.000 TL,Ataşehir
314,3 + 1,145.0,110 ,7. Kat,20 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,935.000 TL,Ataşehir
315,4 + 2,190.0,145 ,6. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,700.000 TL,Ataşehir
316,3 + 1,150.0,140 ,3. Kat,6 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,525.000 TL,Ataşehir
317,3 + 1,130.0,Belirtilmemiş,10. Kat,18 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,530.000 TL,Ataşehir
318,3 + 1,170.0,135 ,8. Kat,24 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,2,750.000 TL,Ataşehir
319,1 + 1,75.0,57 ,2. Kat,19 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,463.000 TL,Ataşehir
320,3 + 1,100.0,90 ,1. Kat,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,425.000 TL,Ataşehir
321,1 + 1,65.0,60 ,1. Kat,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,235.000 TL,Ataşehir
322,4 + 2,215.0,180 ,10. Kat,1 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,1.350.000 TL,Ataşehir
323,4 + 1,160.0,147 ,2. Kat,20 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,950.000 TL,Ataşehir
324,2 + 1,98.0,75 ,2. Kat,4 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Ataşehir
325,3 + 1,125.0,115 ,5. Kat,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,490.000 TL,Ataşehir
326,1 + 1,60.0,55 ,5. Kat,4 Yaşında,Kombi,Eşyalı,Uygun,Kat Mülkiyeti,1,278.000 TL,Ataşehir
345,2 + 1,110.0,100 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,219.999 TL,Avcılar
346,2 + 1,117.0,107 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,168.000 TL,Avcılar
347,2 + 1,110.0,100 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,169.000 TL,Avcılar
348,3 + 1,150.0,140 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,399.900 TL,Avcılar
349,2 + 1,110.0,100 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,189.000 TL,Avcılar
350,3 + 1,160.0,150 ,4. Kat,24 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,320.000 TL,Avcılar
351,2 + 1,105.0,90 ,5. Kat,2 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,1,680.000 TL,Avcılar
352,2 + 1,90.0,85 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,370.000 TL,Avcılar
353,2 + 1,100.0,90 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,184.000 TL,Avcılar
354,3 + 1,150.0,140 ,1. Kat,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,461.000 TL,Avcılar
355,3 + 2,180.0,170 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,435.000 TL,Avcılar
356,2 + 1,110.0,100 ,Kot 2,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,430.000 TL,Avcılar
357,2 + 1,75.0,70 ,Yüksek Giriş,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,230.000 TL,Avcılar
358,2 + 1,100.0,95 ,2. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,265.000 TL,Avcılar
359,3 + 1,120.0,110 ,Yüksek Giriş,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Avcılar
360,4 + 2,240.0,220 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,4,900.000 TL,Avcılar
361,3 + 1,130.0,120 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,265.000 TL,Avcılar
362,2 + 1,95.0,90 ,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,159.000 TL,Avcılar
363,3 + 1,145.0,140 ,Yüksek Giriş,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,450.000 TL,Avcılar
364,2 + 1,110.0,100 ,Bahçe Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,219.999 TL,Avcılar
365,2 + 1,117.0,107 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,168.000 TL,Avcılar
366,2 + 1,110.0,100 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,169.000 TL,Avcılar
367,3 + 1,150.0,140 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,399.900 TL,Avcılar
368,2 + 1,110.0,100 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,189.000 TL,Avcılar
369,3 + 1,160.0,150 ,4. Kat,24 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,320.000 TL,Avcılar
370,2 + 1,105.0,90 ,5. Kat,2 Yaşında,Merkezi,Eşyalı Değil,Uygun,Kat İrtifakı,1,680.000 TL,Avcılar
371,2 + 1,90.0,85 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,370.000 TL,Avcılar
372,2 + 1,100.0,90 ,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,184.000 TL,Avcılar
373,3 + 1,150.0,140 ,1. Kat,8 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,461.000 TL,Avcılar
374,3 + 2,180.0,170 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,435.000 TL,Avcılar
375,2 + 1,110.0,100 ,Kot 2,3 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,430.000 TL,Avcılar
376,2 + 1,75.0,70 ,Yüksek Giriş,5 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,230.000 TL,Avcılar
377,2 + 1,100.0,95 ,2. Kat,30 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,265.000 TL,Avcılar
378,3 + 1,120.0,110 ,Yüksek Giriş,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,350.000 TL,Avcılar
379,4 + 2,240.0,220 ,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,4,900.000 TL,Avcılar
380,3 + 1,130.0,120 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,265.000 TL,Avcılar
381,2 + 1,95.0,90 ,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,159.000 TL,Avcılar
382,3 + 1,145.0,140 ,Yüksek Giriş,25 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,450.000 TL,Avcılar
383,5 + 2,215.0,200 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,3,670.000 TL,Avcılar
384,3 + 2,200.0,175 ,3. Kat,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,3,595.000 TL,Avcılar
385,3 + 1,110.0,100 ,Yüksek Giriş,7 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,270.000 TL,Avcılar
386,3 + 2,210.0,190 ,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,2,355.000 TL,Avcılar
387,2 + 1,120.0,80 ,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,1,240.000 TL,Avcılar
388,3 + 1,169.0,159 ,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat Mülkiyeti,2,710.000 TL,Avcılar
389,3 + 1,120.0,110 ,Yüksek Giriş,19 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat İrtifakı,1,320.000 TL,Avcılar
390,3 + 1,140.0,130 ,Kot 1,15 Yaşında,Kombi,Eşyalı,Uygun,Kat İrtifakı,1,370.000 TL,Avcılar
391,4 + 1,220.0,195 ,Kot 1,5 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,Uygun,Kat İrtifakı,3,1.295.000 TL,Avcılar
392,4 + 1,212.0,175 ,14. Kat,10 Yaşında,Kombi,Eşyalı Değil,Uygun,Kat Mülkiyeti,2,1.080.000 TL,Avcılar
